"name","gov_type","snuc_type","iucn_type","year","category","biome","area_km2","or","or_ci_min","or_ci_max","or_p","remaining_veg_treatment_initial","remaining_veg_treatment_2018","loss_veg_treatment","remaining_veg_control_initial","remaining_veg_control_2018","loss_veg_control"
"RESERVA PARTICULAR DO PATRIMONIO NATURAL FLORESCER","Federal","Reserva Particular do Patrimônio Natural","Category IV",2012,"SU","Atlantic Forest",48.24,1.02119256807429,1.01117409304507,1.0313103037972,3.05841958674336e-05,0.317183533752921,0.299501888071701,-0.0176816456812198,0.317732825903083,0.303454405044331,-0.0142784208587524
"ÁREA DE PROTEÇÃO AMBIENTAL LAGOA ENCANTADA","State","Área de Proteção Ambiental","Category V",1993,"SU","Atlantic Forest",10968.48,0.903972142788777,0.903589825029205,0.90435462231076,0,0.24593899441536,0.248327320272186,0.00238832585682633,0.215321294831973,0.203730961168015,-0.0115903336639578
"PARQUE NATURAL MUNICIPAL BANHADO DA IMPERATRIZ","Municipal","Parque","Category II",2005,"SP","Atlantic Forest",50.04,0.0173822575142521,0.0158699154534243,0.0190387199716668,0,0.995723524460426,0.999114544575031,0.00339102011460524,0.947764494785896,0.928607860895304,-0.0191566338905922
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL STANISLAS PRYL/MICO-LEÃO-DA-CARA-DOURADA","State","Reserva Particular do Patrimônio Natural","Category IV",2016,"SU","Atlantic Forest",15.12,0.830571445864723,0.748366760729797,0.921805941799292,0.00047242248770174,0.0127588967859213,0.0183188910706944,0.00555999428477316,0.0137600988216166,0.0135798442421392,-0.000180254579477367
"ESTAÇÃO ECOLÓGICA DA TERRA DO MEIO","Federal","Estação Ecológica","Category Ia",2005,"SP","Atlantic Forest",24.48,0.582291025908602,0.573130187074497,0.591598290406608,0,0.918860296116156,0.925404414972838,0.00654411885668249,0.912095589234548,0.843419115771266,-0.0686764734632829
"ÁREA DE PROTEÇÃO AMBIENTAL DO PASSAUNA","State","Área de Proteção Ambiental","Category V",1991,"SU","Atlantic Forest",50.76,0.397261691951249,0.39349931154596,0.401060045751913,0,0.923608110411793,0.933825463162246,0.0102173527504535,0.778732436302891,0.753526354849286,-0.0252060814536051
"REFÚGIO DE VIDA SILVESTRE MATA DO OUTEIRO DO PEDRO","State","Refúgio de Vida Silvestre","Category III",1987,"SP","Atlantic Forest",175.68,0.798591898889527,0.796767534662833,0.800420440375818,0,0.458063537224332,0.440475323852305,-0.017588213372027,0.417680135417585,0.352156396209049,-0.065523739208536
"ARIE DO GUARÁ","State","Área de Relevante Interesse Ecológico","Category IV",2008,"SU","Atlantic Forest",36,0.306581391761117,0.302675725624186,0.310537455821243,0,0.922629284858704,0.917076027989387,-0.00555325686931618,0.789286986142397,0.775338202938437,-0.0139487832039594
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CACHOEIRAS DO SÃO BENTO","State","Reserva Particular do Patrimônio Natural","Category IV",2011,"SU","Atlantic Forest",296.28,0.924955622326908,0.921754278068236,0.928168085172504,0,0.425512397614843,0.442748352172326,0.0172359545574833,0.41768273349539,0.413914215981843,-0.00376851751354784
"PARQUE ESTADUAL DO FORNO GRANDE","State","Parque","Category II",2013,"SP","Atlantic Forest",29.52,0.67211095736287,0.649051714440265,0.695989439603905,0,0.966150795656537,0.96130952664784,-0.00484126900869708,0.951939871859929,0.943218182949793,-0.00872168891013614
"PARQUE NACIONAL DO ALTO CARIRI","Federal","Parque","Category II",2010,"SP","Atlantic Forest",13.68,0.91773741725105,0.87877661871835,0.958425553300445,0.000104653016826717,0.969109692994286,0.962760578183567,-0.0063491148107192,0.960153185269412,0.96130991507979,0.00115672981037818
"ESTAÇÃO ECOLÓGICA SERRA DOS TRÊS IRMÃOS","State","Estação Ecológica","Category Ia",1990,"SP","Atlantic Forest",239.76,0.808688385382115,0.806923646330515,0.81045698391154,0,0.298415080672158,0.362562112134039,0.0641470314618816,0.293427528689025,0.273419360898004,-0.0200081677910209
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA MATO GROSSO II","State","Reserva Particular do Patrimônio Natural","Category IV",2008,"SU","Atlantic Forest",341.28,0.383778742577178,0.382589442950253,0.384971739205232,0,0.707837457505009,0.710472291341917,0.0026348338369081,0.546823611942206,0.533230552064328,-0.0135930598778778
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÍTIO GRANDE","State","Reserva Particular do Patrimônio Natural","Category IV",2017,"SU","Atlantic Forest",201.6,0.981156355382726,0.972977693251982,0.989403765764033,8.41719536537333e-06,0.545187629018411,0.545084226455739,-0.000103402562672272,0.531960510302867,0.540760796124648,0.00880028582178061
"PARQUE NATURAL MUNICIPAL DOS JATOBÁS","Municipal","Parque","Category II",2011,"SP","Atlantic Forest",271.8,0.105561321451397,0.104145762241546,0.106996121078079,0,0.990294358223595,0.99159020144868,0.00129584322508414,0.923228211152781,0.903873400564739,-0.0193548105880416
"ARIE DA VILA ESTRUTURAL","State","Área de Relevante Interesse Ecológico","Category IV",2007,"SU","Atlantic Forest",64.08,0.964994763497389,0.957128076824274,0.972926106887523,0,0.172151910897156,0.156433849883255,-0.0157180610139007,0.166918539986266,0.162910782117292,-0.00400775786897356
"RESERVA BIOLÓGICA CULUENE","State","Reserva Biológica","Category Ia",1989,"SP","Atlantic Forest",145.8,0.985146080881223,0.982618530756384,0.987680132521587,0,0.432914882206163,0.441451126783166,0.00853624457700386,0.425161711434707,0.408819476527702,-0.0163422349070049
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CABURÉ","Federal","Reserva Particular do Patrimônio Natural","Category IV",2016,"SU","Atlantic Forest",14.4,0.74822719137766,0.691714329449967,0.809357137883893,3.81028542051354e-13,0.976437500119209,0.976687499880791,0.000249999761581465,0.969750002026558,0.968875001370907,-0.000875000655651048
"ESTAÇÃO ECOLÓGICA DO NOROESTE PAULISTA","State","Estação Ecológica","Category Ia",1993,"SP","Atlantic Forest",740.88,0.56357815960923,0.562836807314487,0.564320488391684,0,0.733165627585061,0.737147003676189,0.00398137609112792,0.62258207430091,0.607035499776259,-0.0155465745246508
"ÁREA DE PROTEÇÃO AMBIENTAL BAÍA NEGRA","Municipal","Área de Proteção Ambiental","Category V",2010,"SU","Atlantic Forest",19.08,1.20701228336105,1.18502872967211,1.22940365554476,0,0.125675941167294,0.140361122505845,0.0146851813385509,0.143410249898772,0.177324381314288,0.0339141314155159
"PARQUE NATURAL MUNICIPAL DE NOVA IGUAÇU","Municipal","Parque","Category II",1998,"SP","Atlantic Forest",60.84,0.645084884330763,0.641917913345016,0.648267479908091,0,0.337129861794236,0.368257173940473,0.0311273121462375,0.312354517260225,0.272758267483724,-0.0395962497765011
"PARQUE NATURAL MUNICIPAL DO CURIÓ","Municipal","Parque","Category II",2002,"SP","Atlantic Forest",709.92,0.967983063898589,0.966085204848247,0.96988465126291,0,0.888724890213108,0.772713768862672,-0.116011121350437,0.870254674164624,0.764807851412938,-0.105446822751686
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MICO LEÃO DOURADO","Federal","Reserva Particular do Patrimônio Natural","Category IV",2011,"SU","Atlantic Forest",59.76,0.790123330714546,0.780580919199425,0.79978239588502,0,0.897213854344494,0.90281626496868,0.00560241062418521,0.887984027463314,0.871121896453292,-0.0168621310100229
"FLORESTA NACIONAL DE MACAUÃ","Federal","Floresta","Category VI",1988,"SU","Atlantic Forest",15.84,0.160160015532727,0.158513192875688,0.161823947332637,0,0.156520940215242,0.543863633626395,0.387342693411152,0.149593209477395,0.118938153059306,-0.030655056418089
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CURUCACA 4","Federal","Reserva Particular do Patrimônio Natural","Category IV",2008,"SU","Atlantic Forest",18,1.03773019435221,1.00937528799201,1.06688163370094,0.00878655256537275,0.906750002503395,0.910166668891907,0.00341666638851168,0.911204711596171,0.904794433712959,-0.0064102778832118
"RESERVA EXTRATIVISTA LAGO DO CUNIÃ","Federal","Reserva Extrativista","Category VI",1999,"SU","Atlantic Forest",11.88,0.162061409365296,0.159866330888536,0.164286627831461,0,0.863712122268749,0.87053030345476,0.0068181811860113,0.571648170663552,0.482313722682496,-0.089334447981056
"FLORESTA ESTADUAL PEDERNEIRAS","State","Floresta","Category VI",2002,"SU","Atlantic Forest",27,0.324841516673051,0.317257604596558,0.332606719037155,0,0.985533333619436,0.97233333269755,-0.0132000009218852,0.947900000413259,0.939433334668477,-0.0084666657447815
"MONUMENTO NATURAL MUNICIPAL CAPÃO DA AMIZADE","Municipal","Monumento Natural","Category III",2009,"SP","Atlantic Forest",11.52,0.888633888805599,0.872735912453547,0.904821466683707,0,0.252109376131557,0.278431861544959,0.0263224854134023,0.232867040060228,0.234185606124811,0.00131856606458314
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA GERAL DE GOIÁS","State","Área de Proteção Ambiental","Category V",1996,"SU","Atlantic Forest",132.12,1.0390941835484,1.03554080774865,1.04265975247417,0,0.274181131649082,0.245204342240518,-0.0289767894085639,0.277226382161648,0.26575977143913,-0.0114666107225186
"PARQUE NATURAL MUNICIPAL ESTORIL - VIRGÍLIO SIMIONATO","Municipal","Parque","Category II",2013,"SP","Atlantic Forest",3062.52,0.987608697779153,0.986227319539935,0.988992010872336,0,0.275087654211825,0.264139900140868,-0.010947754070957,0.268605497514295,0.261850056105548,-0.00675544140874695
"PARQUE NATURAL MUNICIPAL CORREDORES DE BIODIVERSIDADE","Municipal","Parque","Category II",2011,"SP","Atlantic Forest",73.44,0.948360229661283,0.941473023172225,0.955297818489564,0,0.331891890941644,0.346337126663831,0.0144452357221869,0.333346158667814,0.322666761627439,-0.0106793970403754
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CURUCACA 1","Federal","Reserva Particular do Patrimônio Natural","Category IV",2009,"SU","Atlantic Forest",15.48,0.695359022500769,0.679849596817408,0.711222265096214,0,0.922325583391411,0.909360468387604,-0.0129651150038076,0.906650267368139,0.870198032190633,-0.0364522351775058
"ÁREA DE PROTEÇÃO AMBIENTAL DO ENTORNO COSTEIRO","State","Área de Proteção Ambiental","Category V",2009,"SU","Atlantic Forest",55.8,0.659223369145679,0.654380567696417,0.664102010176731,0,0.686435138229882,0.678742833699911,-0.00769230452997072,0.599422995583905,0.573040449793541,-0.0263825457903647
"PARQUE NATURAL MUNICIPAL DO CUIÁ - PARQUE CUIÁ","Municipal","Parque","Category II",2012,"SP","Atlantic Forest",452.52,0.822959079644186,0.819608860237344,0.826322993351588,0,0.857431860719181,0.856487613061314,-0.000944247657867381,0.839093819413965,0.824127164716753,-0.0149666546972124
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RINCÃO DAS FLORES","Federal","Reserva Particular do Patrimônio Natural","Category IV",2010,"SU","Atlantic Forest",808.56,0.989269227281032,0.987318690789733,0.991223617231847,0,0.430646864387795,0.441013097684276,0.0103662332964817,0.435082758871178,0.42707448231014,-0.00800827656103792
"ÁREA DE PROTEÇÃO AMBIENTAL DO PEQUENO","State","Área de Proteção Ambiental","Category V",1996,"SU","Atlantic Forest",36.36,0.0102439822729567,0.00838144647539699,0.0125204131669504,0,0.997291666766008,0.999791666865349,0.00250000009934104,0.988750003278255,0.914375003427267,-0.0743749998509884
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FLORESTA DO PENGÁ","State","Reserva Particular do Patrimônio Natural","Category IV",2007,"SU","Atlantic Forest",232.92,1.03140772397099,1.02789197377008,1.03493549926773,0,0.529669927667222,0.484542628730907,-0.045127298936315,0.523240579154158,0.504849001896979,-0.018391577257179
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL JOSÉ ABDON MALTA MARQUES","State","Reserva Particular do Patrimônio Natural","Category IV",2009,"SU","Atlantic Forest",71.28,0.85466734376156,0.848589549885778,0.860788668197436,0,0.718138026306406,0.747688187286258,0.0295501609798521,0.716829456971027,0.706068991605813,-0.0107604653652137
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICA FLORESTA DA CICUTA","Federal","Área de Relevante Interesse Ecológico","Category IV",1985,"SU","Atlantic Forest",81.72,0.857541991903552,0.854506647479189,0.860588118357291,0,0.761250525456545,0.740537051107357,-0.0207134743491885,0.748715705242385,0.66458255310629,-0.084133152136095
"ÁREA DE PROTEÇÃO AMBIENTAL MUNICIPAL DO ARICÁ-AÇU","Municipal","Área de Proteção Ambiental","Category V",1999,"SU","Atlantic Forest",56.16,1.10247405555023,1.09700678159133,1.10796857736669,0,0.514631408553284,0.452083332338729,-0.0625480762145553,0.503337972749693,0.465374057837881,-0.0379639149118119
"ESTAÇÃO ECOLÓGICA DE FECHOS","State","Estação Ecológica","Category Ia",1994,"SP","Atlantic Forest",244.44,0.0730542205997208,0.0724820937829036,0.0736308634159724,0,0.990390280209515,0.989057437792442,-0.00133284241707221,0.951835324425409,0.806361022513683,-0.145474301911726
"MUNUMENTO NATURAL DOS CANIONS DO SUBAÉ","State","Monumento Natural","Category III",2006,"SP","Atlantic Forest",10.44,0.929147289916543,0.912504991853733,0.946093110795431,1.55431223447522e-15,0.798152710857063,0.817380363571233,0.0192276527141703,0.799978448399182,0.769640290017786,-0.0303381583813963
"ESTAÇÃO ECOLÓGICA DO GUARAGUAÇU","State","Estação Ecológica","Category Ia",1992,"SP","Atlantic Forest",43.56,0.598203828482062,0.594885639974098,0.60154052537926,0,0.735207969368982,0.801911144956084,0.0667031755871024,0.718055554904228,0.668017200109634,-0.050038354794595
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL LAGOA ENCANTADA DO MORRO DA LUCRÉCIA","Federal","Reserva Particular do Patrimônio Natural","Category IV",2011,"SU","Atlantic Forest",1988.28,0.840363363378817,0.839181155888656,0.841547236319327,0,0.362275474005678,0.34825941862897,-0.0140160553767082,0.319643965187212,0.304379624951297,-0.0152643402359156
"PARQUE ESTADUAL DE PARAÚNA","State","Parque","Category II",2002,"SP","Atlantic Forest",169.56,0.691140146684075,0.688395557182326,0.693895678690397,0,0.832042941602141,0.838216563113303,0.00617362151116196,0.8056519748821,0.757487948849449,-0.0481640260326508
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA FAZENDA RECANTO DAS ÁGUAS CLARAS","Federal","Reserva Particular do Patrimônio Natural","Category IV",2007,"SU","Atlantic Forest",12.96,0.195933955073866,0.185958992462617,0.206443981237451,0,0.988972105913692,0.988897722628381,-7.43832853105086e-05,0.961299227343665,0.945312326980962,-0.0159869003627036
"RPPN FAZENDA DAS ÁGUAS E DAS MATAS","Federal","Reserva Particular do Patrimônio Natural","Category IV",2017,"SU","Atlantic Forest",403.92,0.981599384179257,0.975682533786842,0.987552116241534,1.7376446947992e-09,0.380372057172491,0.380464624474489,9.2567301997748e-05,0.376510186637785,0.375724965005071,-0.000785221632714439
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO JAPIIM PENTECOSTE","State","Área de Relevante Interesse Ecológico","Category IV",2009,"SU","Atlantic Forest",60.48,0.891881944664177,0.885739437651357,0.898067049297469,0,0.60986716123963,0.615505952443484,0.00563879120385369,0.594922763295472,0.57895363994231,-0.0159691233531616
"RESERVA BIOLÓGICA ESTADUAL DA BIODIVERSIDADE COP9 MOP4","State","Reserva Biológica","Category Ia",2010,"SP","Atlantic Forest",99,0.867362005370117,0.8622779218114,0.872476065233431,0,0.611101097698239,0.633254983811216,0.0221538861129772,0.603588935544884,0.587242770313539,-0.0163461652313444
"RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL CAMPO DAS MANGABAS","State","Reserva de Desenvolvimento Sustentável","Category VI",2016,"SU","Atlantic Forest",2403,0.76518760539693,0.763416972018825,0.766962345498718,0,0.773346273364435,0.753106612830952,-0.0202396605334829,0.711563566906049,0.707210244209357,-0.00435332269669231
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CISNE BRANCO","State","Reserva Particular do Patrimônio Natural","Category IV",2008,"SU","Atlantic Forest",15.12,0.85384862688091,0.824435380814266,0.884311244510577,0,0.762187502346933,0.797187495976686,0.0349999936297536,0.766983423382044,0.720421851612628,-0.0465615717694163
"RPPN LAFIGUEIRA NATURARTE","Federal","Reserva Particular do Patrimônio Natural","Category IV",2017,"SU","Atlantic Forest",565.2,0.531676324219176,0.527640348278485,0.535743171759901,0,0.907321656613973,0.902875796975983,-0.00444585963798938,0.835427366087961,0.829130452838103,-0.00629691324985715
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL AMPLUS LUCIDUS","Federal","Reserva Particular do Patrimônio Natural","Category IV",2013,"SU","Atlantic Forest",102.24,0.0564953159211766,0.0545332772600024,0.0585279462632724,0,0.987053462184302,0.984356436989095,-0.00269702519520676,0.800405481074116,0.796790664738948,-0.00361481633516825
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CÓRREGO DO SÍTIO I","State","Reserva Particular do Patrimônio Natural","Category IV",2016,"SU","Atlantic Forest",16.2,0.82159213857853,0.794963022831953,0.849113257833545,0,0.858010207944446,0.847765194045173,-0.0102450138992733,0.833841173516379,0.82908231748475,-0.00475885603162973
"ÁREA DE PROTEÇÃO AMBIENTAL VARGEM DAS FLORES","State","Área de Proteção Ambiental","Category V",2006,"SU","Atlantic Forest",32.76,0.0740871543373916,0.0696530497881745,0.078803533434718,0,0.997829669779474,0.997747252275656,-8.24175038180996e-05,0.981312994773571,0.960082252929499,-0.0212307418440724
"ÁREA DE PROTEÇÃO AMBIENTAL DA SERRA DAS GALÉS E DA PORTARIA","State","Área de Proteção Ambiental","Category V",2002,"SU","Atlantic Forest",275.76,0.531435615416346,0.529856173541491,0.533019765430429,0,0.81273186576915,0.832355929708823,0.0196240639396732,0.790555157887752,0.645402186710689,-0.145152971177063
"PARQUE NATURAL MUNICIPAL DAS ARAUCARIAS","Municipal","Parque","Category II",1991,"SP","Atlantic Forest",76.32,1.04946090353325,1.04371696150122,1.05523645650128,0,0.91706285565951,0.812798643010264,-0.104264212649245,0.91933026113811,0.807029253322157,-0.112301007815953
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PILÕES","Federal","Reserva Particular do Patrimônio Natural","Category IV",2007,"SU","Atlantic Forest",50.76,0.992151473991152,0.984251758736273,1.00011459324867,0.0533754023560107,0.27113640651021,0.258198369000477,-0.0129380375097328,0.277716419877524,0.256779039608883,-0.0209373802686414
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL POLEIRO GRANDE","State","Reserva Particular do Patrimônio Natural","Category IV",1998,"SU","Atlantic Forest",31.32,0.211953133618717,0.209441364551008,0.214495025598694,0,0.183478736286533,0.217873563353058,0.0343948270665246,0.054712643729116,0.0550242105884285,0.000311566859312447
"RESERVA EXTRATIVISTA CATUÁ-IPIXUNA","State","Reserva Extrativista","Category VI",2003,"SU","Atlantic Forest",25.56,1.0647431661281,1.05582077857976,1.07374095378332,0,0.584458369604299,0.606472938596992,0.0220145689926937,0.599778046687199,0.600934371824416,0.00115632513721642
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL GRANDE FLORESTA DAS ARAUCÁRIAS","Federal","Reserva Particular do Patrimônio Natural","Category IV",2011,"SU","Atlantic Forest",71.28,0.948266382593867,0.940673575430752,0.955920476394687,0,0.75514238545991,0.750122171535034,-0.00502021392487517,0.752902777056501,0.736022581129965,-0.0168801959265362
"REFÚGIO DE VIDA SILVESTRE DAS ILHAS DO ABRIGO E GUARARITAMA","State","Refúgio de Vida Silvestre","Category III",2013,"SP","Atlantic Forest",240.84,0.832149961041876,0.826717513152139,0.83761810611911,0,0.798870932057565,0.814810201966841,0.0159392699092757,0.780257677022172,0.767201993138562,-0.0130556838836096
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SERRA GRANDE","Federal","Reserva Particular do Patrimônio Natural","Category IV",2004,"SU","Atlantic Forest",46.44,0.245344683335486,0.241386922384967,0.249367335422552,0,0.975678297438363,0.970484498397324,-0.00519379904103834,0.923910631227863,0.880494288464849,-0.0434163427630135
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ECOCERRADO BRASIL","State","Reserva Particular do Patrimônio Natural","Category IV",2009,"SU","Atlantic Forest",442.08,0.4224505225931,0.420614448102521,0.424294611952285,0,0.930089369449607,0.937353690843483,0.00726432139387645,0.870106800486628,0.838904855424745,-0.0312019450618833
"REFÚGIO ESTADUAL DE VIDA SILVESTRE MATA DOS MURIQUIS","State","Refúgio de Vida Silvestre","Category III",2008,"SP","Atlantic Forest",109.8,0.641910062802702,0.637490374941208,0.64636039213199,0,0.829281733251147,0.850886473251927,0.0216047400007805,0.786434601992369,0.774491351616058,-0.0119432503763106
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ARCO VERDE","State","Reserva Particular do Patrimônio Natural","Category IV",2016,"SU","Atlantic Forest",33.84,0.915891712949317,0.899647761876247,0.932428963197515,0,0.688776598886607,0.703563830082087,0.0147872311954802,0.678728969846951,0.676309177017909,-0.00241979282904181
"ESTAÇÃO ECOLÓGICA DO CERCADINHO","State","Estação Ecológica","Category Ia",2006,"SP","Atlantic Forest",28.08,0.802565393183305,0.795270119515626,0.809927588789305,0,0.672179485575702,0.665929486927314,-0.00624999864838827,0.63314102217555,0.609311018318224,-0.023830003857326
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CORREDEIRAS DO RIO ITAJAÍ II","Federal","Reserva Particular do Patrimônio Natural","Category IV",2012,"SU","Atlantic Forest",238.68,0.808288372854197,0.804366323282394,0.812229546141647,0,0.77991910758091,0.764664870690417,-0.0152542368904938,0.765250206757796,0.717256968289195,-0.0479932384686014
"RPPN TOCA DA PACA","State","Reserva Particular do Patrimônio Natural","Category IV",2008,"SU","Atlantic Forest",380.52,0.7011582581161,0.698935341044551,0.703388245026613,0,0.809525912181301,0.828936641916012,0.0194107297347117,0.762279676337785,0.747960825843689,-0.0143188504940965
"RESERVA EXTRATIVISTA PIQUIÁ","State","Reserva Extrativista","Category VI",1995,"SU","Atlantic Forest",397.08,0.186010895642037,0.185359765779906,0.186664312786393,0,0.948772535151916,0.963860384613303,0.0150878494613866,0.840500854446543,0.803790338829071,-0.0367105156174722
"RESERVA EXTRATIVISTA VERDE PARA SEMPRE","Federal","Reserva Extrativista","Category VI",2004,"SU","Atlantic Forest",19.8,0.0270757728088166,0.0244030213856444,0.0300412584822761,0,1,0.993821965456009,-0.00617803454399113,0.959944980144501,0.95513253569603,-0.00481244444847106
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA MORRINHOS","Federal","Reserva Particular do Patrimônio Natural","Category IV",1990,"SU","Atlantic Forest",13.68,0.672468912257337,0.652950377662213,0.692570911087684,0,0.971730773265545,0.87134615274576,-0.100384620519785,0.971346153662755,0.871538464839642,-0.0998076888231131
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RABICHO DA SERRA","State","Reserva Particular do Patrimônio Natural","Category IV",2008,"SU","Atlantic Forest",44.64,0.921061279412417,0.91399079776223,0.92818645713929,0,0.603655491204512,0.63480858530684,0.031153094102328,0.595405586908812,0.593021627729608,-0.00238395917920331
"Nonoai/Rio da Várzea","Indigenous people",NA,NA,2003,"IL","Atlantic Forest",186.12,0.159298984730658,0.158290182082906,0.160314216600796,0,0.96008765011507,0.962558767205281,0.00247111709021042,0.876856279701744,0.746629505461475,-0.130226774240269
"Jacaré de São Domingos","Indigenous people",NA,NA,1995,"IL","Atlantic Forest",50.76,0.87552966047926,0.870790942889786,0.880294165480254,0,0.266897162600876,0.297464538623202,0.0305673760223262,0.25499999822375,0.263239618635188,0.00823962041143833
"Krenak","Indigenous people",NA,NA,2001,"IL","Atlantic Forest",42.12,0.8639432739033,0.84254064852047,0.885889579135977,0,0.00940607392635101,0.0273643180799599,0.0179582441536089,0.0126346218614624,0.0142573903844111,0.00162276852294866
"Faxinal","Indigenous people",NA,NA,1991,"IL","Atlantic Forest",21.24,0.78997771075903,0.784546164971148,0.795446860057021,0,0.415169492490211,0.479364401203091,0.0641949087128801,0.418997823087088,0.376137339210106,-0.0428604838769819
"Guarani do Aguapeu","Indigenous people",NA,NA,2004,"IL","Atlantic Forest",49.32,0.234852943389349,0.230792068183571,0.238985271256245,0,0.978886862523364,0.980109489964743,0.00122262744137835,0.884526431125446,0.868997540134583,-0.0155288909908629
"Maxacali","Indigenous people",NA,NA,1996,"IL","Atlantic Forest",54.72,1.12925804830918,1.12229375533163,1.13626555758054,0,0.179572367189011,0.145476974145583,-0.0340953930434281,0.175368998686808,0.185450800005224,0.0100818013184165
"Pau Brasil","Indigenous people",NA,NA,2003,"IL","Atlantic Forest",16.92,0.949424118269899,0.937563259693233,0.961435025352328,6.66133814775094e-16,0.216356912043263,0.211973891187301,-0.00438302085596196,0.207451005169052,0.188031913722528,-0.0194190914465233
"Rio Areia","Indigenous people",NA,NA,1999,"IL","Atlantic Forest",15.84,0.58297453913462,0.574891313879516,0.591171418099473,0,0.884573623538017,0.897803688591177,0.0132300650531595,0.874261365695433,0.775284088809382,-0.0989772768860514
"Barão de Antonina","Indigenous people",NA,NA,1998,"IL","Atlantic Forest",40.32,0.976206203455066,0.970244384753612,0.982204655486006,1.31006316905768e-14,0.333402750730914,0.344587040221086,0.0111842894901721,0.330537225132243,0.315511867956957,-0.0150253571752858
"Ivai","Indigenous people",NA,NA,1999,"IL","Atlantic Forest",80.64,0.697468536777003,0.694495723126393,0.700454075662208,0,0.631908481946864,0.660648572805387,0.0287400908585238,0.6034105875151,0.536345757577302,-0.0670648299377977
"Cacique Doble","Indigenous people",NA,NA,1994,"IL","Atlantic Forest",49.68,0.656508941225789,0.653358754894785,0.659674316262609,0,0.415041750111361,0.45394927443788,0.0389075243265193,0.420326383770916,0.325868302048521,-0.0944580817223945
"Cerrito","Indigenous people",NA,NA,1994,"IL","Atlantic Forest",20.88,0.810015366835596,0.804071944400629,0.81600272099892,0,0.453232758919355,0.455905176731276,0.00267241781192096,0.440358903275096,0.388702729684782,-0.0516561735903138
"Guarani de Bracui","Indigenous people",NA,NA,1997,"IL","Atlantic Forest",23.4,0.175520628834121,0.168798000600928,0.182510995608061,0,0.994884615678054,0.994653845750369,-0.000230769927685115,0.979538462712215,0.953115384853803,-0.0264230778584114
"Guarita","Indigenous people",NA,NA,1994,"IL","Atlantic Forest",263.16,0.639315370367879,0.637981154651597,0.640652376341467,0,0.579493090888121,0.608990378632617,0.0294972877444957,0.542961370770688,0.470034682353711,-0.072926688416977
"Jaguapiré","Indigenous people",NA,NA,2008,"IL","Atlantic Forest",26.28,1.04865773249462,1.03754953630023,1.05988485508084,0,0.310821919044965,0.286267122929941,-0.0245547961150233,0.311288197945854,0.312511252845344,0.00122305489948965
"Potiguara","Indigenous people",NA,NA,1995,"IL","Atlantic Forest",213.84,0.903652037773209,0.900211447772295,0.907105777639728,0,0.205034110719776,0.229014705421458,0.0239805947016815,0.203365662472103,0.219103436345947,0.0157377738738433
"Rio das Cobras","Indigenous people",NA,NA,1999,"IL","Atlantic Forest",208.08,0.387176434705086,0.385993000927763,0.388363496826711,0,0.785390188931214,0.826190720749761,0.0408005318185476,0.755683663643568,0.567369599647781,-0.188314063995787
"Takuaraty/Yvykuarusu","Indigenous people",NA,NA,1993,"IL","Atlantic Forest",29.16,1.15880849294498,1.15004391696805,1.16763986445112,0,0.235129296476953,0.174480854859576,-0.0606484416173771,0.238603204285027,0.202026046754327,-0.0365771575307008
"Morro dos Cavalos","Indigenous people",NA,NA,2009,"IL","Atlantic Forest",23.04,0.609107799629458,0.572263885537516,0.648323825678699,0,0.984411769053515,0.96911764495513,-0.015294124098385,0.973968007985283,0.936764706583584,-0.0372033014016994
"Toldo Pinhal","Indigenous people",NA,NA,2002,"IL","Atlantic Forest",10.08,0.626935613116007,0.618928656338459,0.635046154298931,0,0.463035715211715,0.665178570364203,0.202142855152488,0.455488674342632,0.52585526236466,0.0703665880220277
